------------------------------------------------------------
Client connecting to 10.0.0.2, TCP port 5002 with pid 13735
Write buffer size:  128 KByte
TCP window size:  128 KByte (default)
------------------------------------------------------------
[  5] local 10.0.0.1 port 51150 connected with 10.0.0.2 port 5002 (ct=261.46 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  5] 53.0000-54.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/165920 us  1.18
[  5] 54.0000-55.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       25K/132511 us  0.98
[  5] 55.0000-56.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/117881 us  1.66
[  5] 56.0000-57.0000 sec   127 KBytes  1.04 Mbits/sec  1/0          0       25K/145116 us  0.90
[  5] 57.0000-58.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       31K/176078 us  0.74
[  5] 58.0000-59.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/133103 us  1.47
[  5] 59.0000-60.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       28K/208409 us  0.63
[  5] 60.0000-61.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/150189 us  1.30
[  5] 61.0000-62.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/137218 us  1.42
[  5] 62.0000-63.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       28K/130231 us  1.00
[  5] 63.0000-64.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/144097 us  1.36
[  5] 64.0000-65.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/138493 us  1.41
[  5] 65.0000-66.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/55342 us  3.53
[  5] 66.0000-67.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       28K/153894 us  0.85
[  5] 67.0000-68.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/126994 us  1.54
[  5] 68.0000-69.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/118484 us  1.65
[  5] 69.0000-70.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/139015 us  1.41
[  5] 70.0000-71.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       25K/141471 us  0.92
[  5] 71.0000-72.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/127647 us  1.53
[  5] 72.0000-73.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/120311 us  1.62
[  5] 73.0000-74.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/132475 us  1.48
[  5] 74.0000-75.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/130306 us  1.50
[  5] 75.0000-76.0000 sec  63.6 KBytes   521 Kbits/sec  1/0          0       28K/76357 us  0.85
[  5] 76.0000-77.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       31K/113161 us  1.15
[  5] 77.0000-78.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/162856 us  1.20
[  5] 78.0000-79.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       28K/200679 us  0.65
[  5] 79.0000-80.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/162744 us  1.20
[  5] 80.0000-81.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/139533 us  1.40
[  5] 81.0000-82.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       25K/126586 us  1.03
[  5] 82.0000-83.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/115275 us  1.70
[  5] 83.0000-84.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       28K/144873 us  1.35
[  5] 84.0000-85.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       25K/164805 us  0.79
[  5] 85.0000-86.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       28K/113246 us  1.15
[  5] 86.0000-87.0000 sec  63.6 KBytes   521 Kbits/sec  1/0          0       28K/125535 us  0.52
[  5] 87.0000-88.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       22K/161333 us  1.21
[  5] 88.0000-89.0000 sec   127 KBytes  1.04 Mbits/sec  2/0          0       22K/126307 us  1.03
[  5] 89.0000-90.0000 sec   191 KBytes  1.56 Mbits/sec  2/0          0       25K/115706 us  1.69
[  5] 0.0000-90.0963 sec  15.0 MBytes  1.39 Mbits/sec  179/2        165       -1K/160612 us  1.09
